"App","Rating","Reviews","Type","Content Rating","Genres"
"FD VR - Virtual 3D Web Browser",3.8,729,"Free","Everyone","Entertainment"
"FD VR - Virtual App Launcher",4.1,1463,"Free","Everyone","Libraries & Demo"
"FD VR - Virtual Photo Gallery",3.5,179,"Free","Everyone","Entertainment"
"FD VR - Virtual Reality Camera",4,1007,"Free","Everyone","Entertainment"
"FD VR Cardboard Featured 360 Videos",4.2,76,"Free","Everyone","Entertainment"
"FD VR Music Videos - MTV Pop and Rap in 360",4.9,15,"Free","Everyone","Entertainment"
"FD VR Player - for 360 Youtube",3.9,100,"Free","Everyone","Entertainment"
"FD VR Player - for Youtube 3D",4,2378,"Free","Everyone","Entertainment"
"FD VR Store -VR Games and Apps",4,105,"Free","Everyone","Simulation"
"FD VR Theater - for Youtube VR",4.1,4585,"Free","Everyone","Entertainment"
"FD VR Video Player - (Stored)",3.9,751,"Free","Everyone","Entertainment"
"FE Civil Engineering Exam Prep",2.8,9,"Free","Everyone","Education"
"FE Connect",4.8,24,"Free","Everyone","Tools"
"FE CPS",3,62,"Free","Everyone","Finance"
"FE CREDIT - TET VUI",4.1,125,"Free","Everyone","Finance"
"FE Mechanical Engineering Prep",1,2,"Free","Everyone","Education"
"FE Mobile",3,2,"Free","Everyone","Business"
"FeaturePoints: Free Gift Cards",3.9,121321,"Free","Everyone","Entertainment"
"Feed Baby - Baby Tracker",4.5,76795,"Free","Everyone","Parenting"
"Feeder.co",3.2,77,"Free","Everyone","News & Magazines"
"Feel Performer",2.2,62,"Free","Everyone","Communication"
"Female Daily",3.9,4354,"Free","Teen","Beauty"
"Fernanfloo",4.8,526595,"Free","Everyone 10+","Arcade"
"Fertility Friend Ovulation App",4.5,12955,"Free","Teen","Health & Fitness"
"Fertilizer Removal By Crop",4.1,295,"Free","Everyone","Books & Reference"
"FERZU - Furries Social Network",3.9,1576,"Free","Mature 17+","Dating"
"Fever",4,20611,"Free","Teen","Events"
"Fever Care",3.5,19,"Free","Everyone","Medical"
"Fever Meter",3.6,26,"Free","Everyone","Medical"
"FG Mobile",3.3,130,"Free","Everyone","Education"
"FG On-The-Go",4.9,55,"Free","Everyone","Tools"
"FG VOC",4.8,6,"Free","Everyone","Business"
"FH App",4.9,27,"Free","Everyone","Business"
"FH School",5,4,"Free","Everyone","Education"
"FH WiFiCam",2.6,201,"Free","Everyone","Photography"
"FH<U+00AE> Cost Lookup / FH<U+00AE> CCSalud",4.5,30,"Free","Everyone","Medical"
"FHR 5-Tier 2.0",5,2,"Paid","Everyone","Medical"
"fi",2.9,691,"Free","Everyone","Strategy"
"FI CFL",3.7,112,"Free","Everyone","Finance"
"Fidget Spinner",4.2,307398,"Free","Everyone","Arcade"
"FidMe Loyalty Cards & Deals at Grocery Supermarket",4.2,33758,"Free","Everyone","Shopping"
"Field Goal Tournament",3.7,2980,"Free","Everyone","Sports"
"Fields of Battle",4.1,71476,"Free","Everyone 10+","Action"
"FIFA 16 Soccer",4.1,820577,"Free","Everyone","Sports"
"FIFA Soccer",4.2,3909032,"Free","Everyone","Sports"
"Fifa World Cup 2018: Photo Frame Editor & DP Maker",4.6,666,"Free","Everyone","Photography"
"Fifth Edition DM Tools",4.1,942,"Free","Everyone","Role Playing"
"Figment AR",3.7,22,"Free","Everyone","Entertainment"
"File Browser by Astro (File Manager)",4.3,609182,"Free","Everyone","Productivity"
"File Commander - File Manager/Explorer",4.3,758590,"Free","Everyone","Business"
"File Ex - ES File Explorer",4.2,24,"Free","Everyone","Tools"
"File Explorer",4.1,979,"Free","Everyone","Productivity"
"File Manager",4.6,739329,"Free","Everyone","Tools"
"File Manager -- Take Command of Your Files Easily",4.2,127223,"Free","Everyone","Tools"
"File Manager by Xiaomi: release file storage space",4.8,337532,"Free","Everyone","Tools"
"File Viewer for Android",4.1,7063,"Free","Everyone","Tools"
"Files Go by Google: Free up space on your phone",4.6,315585,"Free","Everyone","Tools"
"Files To SD Card Pro",4.2,994,"Free","Everyone","Tools"
"Fill 'er Up",3.2,58,"Free","Everyone","Travel & Local"
"FILL EC",4.1,13,"Free","Everyone","Business"
"Filmi Gaane",4.4,572,"Free","Everyone","Entertainment"
"FilmoraGo - Free Video Editor",4.4,238459,"Free","Everyone","Video Players & Editors"
"Filters for B Live",4.4,2280,"Free","Everyone","Beauty"
"Filters for Selfie",4.3,8572,"Free","Everyone","Beauty"
"FINAL FANTASY BRAVE EXVIUS",4.6,745684,"Free","Teen","Role Playing"
"FINAL FANTASY DIMENSIONS",4.3,8450,"Paid","Everyone","Role Playing"
"FINAL FANTASY V",4.5,15924,"Paid","Teen","Role Playing"
"Financial Calculator BA Chien.",4.2,23,"Paid","Everyone","Finance"
"Financial Calculator India",4.6,13819,"Free","Everyone","Finance"
"Financial Calculator Pro EF",4.3,634,"Free","Everyone","Finance"
"Financial Times",4.2,27104,"Free","Everyone 10+","News & Magazines"
"Find a Way: Addictive Puzzle",4.8,39480,"Free","Everyone","Puzzle"
"Find Dining Restaurant Finder",4.1,427,"Free","Everyone","Travel & Local"
"Find Fast Food",3.3,272,"Free","Everyone","Shopping"
"Find My Friends",4.2,305367,"Free","Everyone","Social"
"Find&Save - Local Shopping",4,4602,"Free","Everyone","Shopping"
"FindLoving",3.8,24,"Free","Mature 17+","Dating"
"FindShip",4.2,23279,"Free","Everyone","Maps & Navigation"
"Finger Scanner Gestures",4.2,2531,"Free","Everyone","Tools"
"Fingerprint Lock Screen Prank",4.1,10786,"Free","Everyone","Tools"
"Fingerprint Quick Action",4.2,8484,"Free","Everyone","Tools"
"Fire Emblem Heroes",4.6,407694,"Free","Teen","Simulation"
"Firefighters First CU",4.8,495,"Free","Everyone","Finance"
"First Credit Union (AZ) Mobile",3.5,100,"Free","Everyone","Finance"
"First Federal Bank of Florida",4.3,133,"Free","Everyone","Finance"
"First Hawaiian Bank Mobile",2.1,232,"Free","Everyone","Finance"
"First Tech Federal CU",4.3,4290,"Free","Everyone","Finance"
"Fish|Hunt FL",3.6,853,"Free","Everyone","Lifestyle"
"Fisher-Price<U+00AE> Smart Connect<U+0099>",2.7,422,"Free","Everyone","Tools"
"Fists For Fighting (Fx3)",3.9,138739,"Free","Teen","Sports"
"FiSwitch",4.8,615,"Paid","Everyone","Tools"
"Fit the Fat 2",3.8,35746,"Free","Everyone","Sports"
"Fitbit",3.9,357417,"Free","Everyone","Health & Fitness"
"FitConsole",2.6,219,"Free","Everyone","Health & Fitness"
"Fitness & Bodybuilding",4.6,95201,"Free","Everyone","Health & Fitness"
"Fitness Dance for Zum.ba Workout Exercise",4.2,287,"Free","Everyone","Health & Fitness"
"Five Nights at Flappy's",4.7,4041,"Free","Everyone","Arcade"
"Five Nights at Freddy's",4.6,100805,"Paid","Teen","Action"
"Five Nights at Freddy's 2",4.6,73919,"Paid","Teen","Strategy"
"Five Nights at Freddy's 2 Demo",4.3,1503544,"Free","Teen","Strategy"
"Five Nights at Freddy's 3",4.7,27856,"Paid","Teen","Action"
"Five Nights at Freddy's 3 Demo",4.5,1041836,"Free","Teen","Action"
"Five Nights at Freddy's 4",4.6,21266,"Paid","Teen","Action"
"Five Nights at Freddy's 4 Demo",4.4,889425,"Free","Teen","Action"
"Five Nights at Freddy's: SL",4.5,16162,"Paid","Teen","Action"
"Five nights at Minecraft",3.5,9335,"Free","Everyone","Entertainment"
"Five Nights at Neighbor House",4.2,2180,"Free","Everyone 10+","Action"
"Five Nights at Pizzeria",3.5,1976,"Free","Teen","Action"
"Five Tries At Love Dating Sim",4.2,37165,"Free","Teen","Simulation"
"Fix Deposit Calculator (FD)",4.1,7,"Free","Everyone","Finance"
"Fix Error Google Playstore",4.3,18,"Free","Everyone","Books & Reference"
"FJ 4x4 Cruiser Offroad Driving",4.1,3543,"Free","Everyone","Simulation"
"FJ 4x4 Cruiser Snow Driving",4.2,1619,"Free","Everyone","Simulation"
"FJ Drive: Mercedes-Benz Lease",4.6,107,"Free","Everyone","Auto & Vehicles"
"FK",4.4,1517,"Free","Everyone","Medical"
"FK <U+008E>eljeznicar",4.9,1420,"Free","Everyone","Sports"
"FK <U+008E>eljeznicar Izzy",4.9,119,"Free","Everyone","Entertainment"
"FK Atlantas",1.5,2,"Free","Everyone","Sports"
"FK CLASSIC FOR YOU",5,1,"Free","Everyone","Business"
"FK Crvena zvezda",4.9,1211,"Free","Everyone","Sports"
"FK Crvena Zvezda Izzy",4.8,1456,"Free","Everyone","Tools"
"FK Dedinje BGD",5,36,"Free","Everyone","Sports"
"FL Drone 2",3.3,41,"Free","Everyone","Photography"
"FL House",4.4,29,"Free","Everyone","Productivity"
"FL Lottery Results",4.6,1481,"Free","Teen","Entertainment"
"FL Racing Manager 2015 Pro",4.4,656,"Paid","Everyone","Sports"
"FL Racing Manager 2018 Lite",4,1338,"Free","Everyone","Sports"
"FL Racing Manager 2018 Pro",4.3,340,"Paid","Everyone","Sports"
"FL State Parks Guide",3.7,871,"Free","Everyone","Travel & Local"
"FL SW Fishing Regulations",4.6,60,"Paid","Everyone","Sports"
"FL Tax-Verify",3.8,17,"Free","Everyone","Business"
"Flag of European Union",4.2,36,"Free","Everyone","Personalization"
"Flag Of European Union LWP",4.3,88,"Free","Everyone","Personalization"
"Flame - <U+062F><U+0631><U+0628> <U+0639><U+0642><U+0644><U+0643> <U+064A><U+0648><U+0645><U+064A><U+0627>",4.6,56065,"Free","Everyone","Education"
"Flash Light on Call & SMS",4.1,25438,"Free","Everyone","Tools"
"Flashlight - Torch LED Light",4.4,192661,"Free","Everyone","Tools"
"Flashlight & LED Torch",4.3,111507,"Free","Everyone","Tools"
"FlashLight F.Light",4.3,3943,"Free","Everyone","Tools"
"Flashlight Free w/ compass",4,75,"Free","Everyone","Tools"
"Flashlight HD LED",4.3,618918,"Free","Everyone","Tools"
"FlashLight HD LED Pro",4.7,4928,"Paid","Everyone","Tools"
"Flashlight Ultimate",4.6,16936,"Free","Everyone","Tools"
"Flashlight X",4.6,20418,"Free","Everyone","Tools"
"Flat Pack",4.4,862,"Free","Everyone 10+","Action"
"FlexBook",4.3,104,"Free","Everyone","Education"
"Flexiroam X",4,875,"Free","Everyone","Travel & Local"
"Flight & Hotel Booking App - ixigo",4.4,45562,"Free","Everyone","Travel & Local"
"Flight Simulator X 2016 Free",3.8,44636,"Free","Everyone","Simulation"
"Flight Simulator: Fly Plane 3D",4,660613,"Free","Everyone","Simulation"
"Flightradar24 Flight Tracker",4.3,171889,"Free","Everyone","Travel & Local"
"Flights",4.4,18039,"Free","Everyone","Travel & Local"
"Flim Af Somali Hindi Fanproj",3.9,12,"Free","Everyone","Entertainment"
"Flip the Gun - Simulator Game",4.2,195558,"Free","Everyone","Arcade"
"FlipaClip - Cartoon animation",4.3,194216,"Free","Everyone","Art & Design"
"Flipped Out! - Powerpuff Girls",4.4,412,"Paid","Everyone 10+","Action"
"Flippy Axe : Flip The Knife & Axe Simulator",5,7,"Free","Everyone","Arcade"
"Flippy Campus - Buy & sell on campus at a discount",4,889,"Free","Everyone","Education"
"Flo's CH Boss Timer",3.5,163,"Free","Everyone","Role Playing"
"Floor Plan Creator",4.1,36639,"Free","Everyone","Art & Design"
"Florida - Pocket Brainbook",4.6,7,"Free","Everyone","Books & Reference"
"Florida 511",3.2,148,"Free","Everyone","Tools"
"Florida Beach Wallpapers HD",5,3,"Free","Everyone","Travel & Local"
"Florida Blue",3.2,499,"Free","Everyone","Health & Fitness"
"Florida Cooling Supply HVAC",4.2,6,"Free","Everyone","Productivity"
"Florida DMV Permit Test -Fl",4.3,87,"Free","Everyone","Education"
"Florida Driver License Test",4.5,65,"Free","Everyone","Education"
"Florida HSMV Driver License",3.9,14,"Free","Everyone","Education"
"Florida Keys",4.2,92,"Free","Everyone","Travel & Local"
"Florida Lottery Results",4.1,763,"Free","Everyone","News & Magazines"
"Florida Map offline",4.6,8,"Free","Everyone","Travel & Local"
"Florida Offline Road Map",3.8,144,"Free","Everyone","Travel & Local"
"Florida State Gameday",4.7,1566,"Free","Everyone","Sports"
"Florida Statutes (FL Code)",3.2,5,"Free","Everyone","Books & Reference"
"Florida Storms",3.8,116,"Free","Everyone","Weather"
"Florida Tech Mobile",3.8,87,"Free","Everyone","Education"
"Florida Tides & Weather",3.8,30,"Paid","Everyone","Weather"
"Florida Today",3.3,202,"Free","Everyone 10+","News & Magazines"
"Florida Travel Guide",3.8,11,"Free","Everyone","Travel & Local"
"Florida Travel Guide - TOURIAS",3.8,80,"Free","Everyone","Travel & Local"
"Florida Wildflowers",5,5,"Free","Everyone","Education"
"Flowers Live Wallpaper",4.1,118459,"Free","Everyone","Personalization"
"Flud (Ad free)",4.8,5639,"Paid","Everyone","Video Players & Editors"
"Flybook",3.9,1778,"Free","Mature 17+","Books & Reference"
"FML F*ck my life + widget",4.2,1415,"Free","Everyone","Entertainment"
"FN",5,14,"Free","Everyone","Business"
"FN Cam",3.4,181,"Free","Everyone","Photography"
"FO Bixby",5,5,"Paid","Everyone","Personalization"
"Fo File Manager",4.5,1916,"Free","Everyone","Tools"
"Fo Fo Fish",3.4,5,"Free","Everyone","Arcade"
"Fodbold DK Pro",4.6,315,"Paid","Everyone","Sports"
"FollowMeter for Instagram",4.4,90082,"Free","Everyone","Social"
"FollowMyHealth<U+00AE>",4.6,73118,"Free","Everyone","Medical"
"Fon WiFi App <U+0096> WiFi Connect",4.1,222,"Free","Everyone","Tools"
"Font Studio- Photo Texts Image",4.2,197295,"Free","Everyone","Photography"
"Food-Aw - Order Food Online in Aruba",5,1,"Free","Everyone","Food & Drink"
"foodpanda - Local Food Delivery",4,292969,"Free","Everyone","Food & Drink"
"Foods Co",4.3,199,"Free","Everyone","Shopping"
"Fooducate Healthy Weight Loss & Calorie Counter",4.4,14402,"Free","Everyone","Health & Fitness"
"foody Cyprus - online ordering",4.5,214,"Free","Everyone","Shopping"
"Foot Surgery Hospital Simulator: ER Doctor Games",3.9,314,"Free","Everyone","Casual"
"Football-CB GO Clock Theme",4.7,26,"Free","Everyone","Personalization"
"Football Live Scores",4.5,107724,"Free","Everyone","Sports"
"Football Manager Mobile 2018",3.9,11460,"Paid","Everyone","Sports"
"Footej Camera",4.3,13258,"Free","Everyone","Photography"
"Foothills CP",5,4,"Free","Teen","Education"
"FoothillsVet",5,2,"Free","Everyone","Medical"
"Force LTE Only",4.1,10426,"Free","Everyone","Tools"
"ForecaWeather",4.2,18425,"Free","Everyone","Weather"
"Forgotten Hill Mementoes",4.6,2027,"Free","Teen","Adventure"
"Forgotten Hill: Fall",4.4,1063,"Free","Teen","Adventure"
"Forgotten Hill: Puppeteer",4.5,2917,"Free","Teen","Adventure"
"Forgotten Hill: Surgery",4.5,2431,"Free","Teen","Adventure"
"Formula Cartoon All Stars",3.9,1213,"Paid","Everyone","Racing"
"Formula DRIFT",4.6,169,"Free","Everyone","Sports"
"Fortune City - A Finance App",4.6,49275,"Free","Everyone","Finance"
"Fortune Quest: Savior",3.6,135,"Free","Everyone 10+","Role Playing"
"FORUM Credit Union CU Online",4.1,196,"Free","Everyone","Finance"
"Fossil Q",2.9,6627,"Free","Everyone","Lifestyle"
"Fossil Q Legacy",2.6,680,"Free","Everyone","Lifestyle"
"FOSSIL Q: DESIGN YOUR DIAL",4.3,985,"Free","Everyone","Lifestyle"
"Fotor Photo Editor - Photo Collage & Photo Effects",4.5,597068,"Free","Everyone","Photography"
"Four In A Line",3.8,22191,"Free","Everyone","Board"
"Four In A Line Free",4.3,133195,"Free","Everyone","Board"
"Foursquare City Guide",4.1,483960,"Free","Teen","Food & Drink"
"Foursquare Swarm: Check In",3.9,421800,"Free","Teen","Travel & Local"
"FOX 5 DC",4.5,1440,"Free","Everyone","News & Magazines"
"Fox Business",3.7,2594,"Free","Everyone","Finance"
"FP <U+0420><U+0430><U+0437><U+0431><U+0438><U+0442><U+044B><U+0439> <U+0434><U+0438><U+0441><U+043F><U+043B><U+0435><U+0439>",4.5,922,"Free","Everyone","Entertainment"
"FP BW LCD View",3.4,16,"Free","Everyone","Entertainment"
"FP Charging Daydream",3.5,96,"Free","Everyone","Personalization"
"FP Click sound changer",3.5,178,"Free","Everyone","Personalization"
"FP FCU",3.6,48,"Free","Everyone","Finance"
"FP Legacy",4,3,"Free","Everyone","Maps & Navigation"
"FP Runner",3.7,38,"Free","Everyone","Arcade"
"FQ METER",3.9,17,"Free","Everyone","Productivity"
"Fr Agnel Ambarnath",4.2,117,"Free","Everyone","Education"
"Fr Agnel Pune",4.1,80,"Free","Everyone","Education"
"FR Calculator",4,7,"Free","Everyone","Education"
"Fr Daoud Lamei",4.7,2036,"Free","Everyone","Social"
"Fr Ignacio Outreach",4.9,52,"Free","Everyone","Education"
"Fr Lupupa Sermons",4.8,19,"Free","Everyone","Business"
"FR Roster",4.1,174,"Free","Everyone","Tools"
"FR Tides",3.8,1195,"Free","Everyone","Weather"
"Fr. Daoud Lamei",5,22,"Free","Teen","Education"
"Fr. Mike Schmitz Audio Teachings",5,4,"Free","Everyone","Education"
"FR: My Famous Lover",4,185,"Free","Teen","Entertainment"
"FR: My Secret Pets!",4,785,"Free","Teen","Entertainment"
"Fraction Calculator Plus Free",4.5,148506,"Free","Everyone","Tools"
"FRANCE 24",4.3,47069,"Free","Everyone 10+","News & Magazines"
"Free & Premium VPN - FinchVPN",4.2,19096,"Free","Everyone","Tools"
"Free Adblocker Browser - Adblock & Popup Blocker",4.4,152470,"Free","Everyone","Communication"
"Free antivirus and VPN",4.3,27749,"Free","Everyone","Tools"
"Free Book Reader",3.4,1680,"Free","Everyone","Books & Reference"
"Free Books - Spirit Fanfiction and Stories",4.8,116507,"Free","Teen","Books & Reference"
"Free coupons and vouchers",5,4,"Free","Everyone","Finance"
"Free Coupons for Burger King",2.8,17,"Free","Everyone","Lifestyle"
"Free CV Creator",3.9,37,"Free","Everyone","Tools"
"Free Dating App & Flirt Chat - Cheers",4.4,667,"Free","Mature 17+","Dating"
"Free Dating App & Flirt Chat - Match with Singles",4.4,172460,"Free","Mature 17+","Dating"
"Free DS Emulator",4.1,22896,"Free","Everyone","Arcade"
"Free E B Garamond Cool Font",4.2,410,"Free","Everyone","Personalization"
"Free english course",4.7,142632,"Free","Everyone","Education"
"Free Florida DMV Test 2018",4.1,665,"Free","Everyone","Education"
"Free Foreclosure Real Estate Search by USHUD.com",3.4,287,"Free","Everyone","House & Home"
"Free Fur All <U+0096> We Bare Bears",4.2,256916,"Free","Everyone","Arcade"
"Free games: Masha and the Bear",4.3,34514,"Free","Everyone","Puzzle"
"Free GPS Navigation",4.2,618562,"Free","Everyone","Maps & Navigation"
"Free Hypnosis",4.2,4303,"Free","Everyone","Medical"
"Free intellectual training game application |",4.2,5741,"Free","Everyone","Education"
"FREE LIVE TALK",4.9,776,"Free","Mature 17+","Dating"
"Free Live Talk-Video Call",4.7,158,"Free","Mature 17+","Dating"
"Free live weather on screen",4.4,15370,"Free","Everyone","Weather"
"Free Meditation - Take a Break",4.2,1608,"Free","Everyone","Health & Fitness"
"Free Panda Radio Music",4.5,418,"Free","Everyone","Books & Reference"
"Free Poker Games : Downtown Casino - Texas Holdem",4.5,2032,"Free","Teen","Card"
"Free Radar Detector",4.3,15680,"Free","Everyone","Travel & Local"
"Free Resume App",4.6,15830,"Free","Everyone","Business"
"Free Resume Builder <U+0096> CV Maker",4.4,25,"Free","Everyone","Business"
"Free resume builder CV maker templates PDF formats",4.4,9555,"Free","Everyone","Business"
"Free Slideshow Maker & Video Editor",4.2,162564,"Free","Everyone","Photography"
"Free Sports TV",4.3,1802,"Free","Everyone","Sports"
"FREE Stock Market Trading Tips",3.9,714,"Free","Everyone","Finance"
"Free TV series",3.7,400,"Free","Teen","Video Players & Editors"
"FREE VIDEO CHAT - LIVE VIDEO AND TEXT CHAT",4.8,84,"Free","Mature 17+","Dating"
"Free VIN Report for Used Cars",4.6,2431,"Free","Everyone","Auto & Vehicles"
"Free Wi-fi HotspoT",4.1,382,"Free","Everyone","Communication"
"Free WiFi Connect",3.9,167229,"Free","Everyone","Communication"
"Free Z Glass GO Keyboard Theme",4.3,71829,"Free","Everyone","Personalization"
"Freecell CY",4,387,"Free","Everyone","Card"
"Freedom CU",3.6,117,"Free","Everyone","Finance"
"FREEDOME VPN Unlimited anonymous Wifi Security",4.3,39833,"Free","Everyone","Tools"
"FreedomPop Diagnostics",2.9,452,"Free","Everyone","Tools"
"FreedomPop Friends for Free Data",4.4,58,"Free","Everyone","Tools"
"FreedomPop Messaging Phone/SIM",3.6,9894,"Free","Everyone","Communication"
"Freeletics: Personal Trainer & Fitness Workouts",4.5,130104,"Free","Everyone","Health & Fitness"
"Freeme Launcher<U+0097>Stylish Theme",4.1,2828,"Free","Everyone","Personalization"
"FreePrints <U+0096> Free Photos Delivered",4.8,109500,"Free","Everyone","Photography"
"Freitas Auctioneer Official",3.7,100,"Free","Everyone","Events"
"French Chat Room",4.2,24,"Free","Mature 17+","Dating"
"French to English Speaking - Apprendre l' Anglais",4.5,4251,"Free","Everyone","Education"
"Frequencies",4.2,11,"Paid","Everyone","Tools"
"Frequencies Free",3.5,382,"Free","Everyone","Tools"
"Fresh EBT - Food Stamp Balance",4.5,19870,"Free","Everyone","Finance"
"Fresh News",4.4,2207,"Free","Everyone","News & Magazines"
"Friday: Smart Personal Assistant",4.4,2087,"Free","Everyone","Productivity"
"Friendly for Facebook",4.5,42621,"Free","Teen","Social"
"Frigo Magic: Easy recipe idea and anti-waste",4.1,2473,"Free","Everyone","Food & Drink"
"Frim: get new friends on local chat rooms",4,88486,"Free","Mature 17+","Social"
"Frontback - Social Photos",3.8,19446,"Free","Mature 17+","Social"
"FRONTLINE COMMANDO",4.4,1351833,"Free","Teen","Action"
"FRONTLINE COMMANDO: D-DAY",4.5,1736105,"Free","Mature 17+","Action"
"Frontline Terrorist Battle Shoot: Free FPS Shooter",4.2,9183,"Free","Mature 17+","Action"
"FrostWire: Torrent Downloader & Music Player",4.1,253207,"Free","Everyone","Video Players & Editors"
"Fruit Block - Puzzle Legend",4.6,125647,"Free","Everyone","Casual"
"Fruit Boom",4.4,17753,"Free","Everyone","Casual"
"Fruit Cube Blast",4.6,9199,"Free","Everyone","Puzzle"
"Fruit Ninja Classic",4.3,85468,"Paid","Everyone","Arcade"
"Fruit Ninja<U+00AE>",4.3,5091448,"Free","Everyone","Arcade"
"Fu*** Weather (Funny Weather)",4.7,20001,"Free","Mature 17+","Weather"
"Fuel Calculator for EY",4.7,32,"Free","Everyone","Tools"
"Fuel Rewards<U+00AE> program",4.6,32433,"Free","Everyone","Lifestyle"
"Fuelio: Gas log & costs",4.6,65786,"Free","Everyone","Auto & Vehicles"
"Fulham FC",4.3,401,"Free","Everyone","Sports"
"Full Screen Caller ID",4.2,104990,"Free","Everyone","Communication"
"Fun Kid Racing",4,79667,"Free","Everyone","Racing"
"Fun Texas Hold'em Poker",4.5,32831,"Free","Teen","Casino"
"FunForMobile Ringtones & Chat",4.4,68358,"Free","Mature 17+","Social"
"Funny Alarm Clock Ringtones",4.5,15633,"Free","Everyone","Personalization"
"funny Image Comments for FB",3.9,19,"Free","Teen","Social"
"Funny Jokes",3.9,2505,"Free","Mature 17+","Entertainment"
"Funny Jokes and Stories 2018",4.2,21,"Free","Everyone","Comics"
"Funny Jokes Photos",4.4,39,"Free","Everyone 10+","Comics"
"Funny Pics",3.9,9941,"Free","Teen","Entertainment"
"Funny Quotes Free",4.2,23666,"Free","Teen","Entertainment"
"Funny Ringtones",4.4,7146,"Free","Everyone 10+","Personalization"
"Funny videos for whatsapp",4.4,3066,"Free","Everyone","Video Players & Editors"
"FunnyPixels - Color by number Sandbox",4.6,1977,"Free","Everyone","Entertainment"
"Furrion ES Control",1.8,26,"Free","Everyone","Video Players & Editors"
"Futbol24",4.3,31908,"Free","Everyone","Sports"
"Future Cloud",4.6,1075,"Free","Everyone","Productivity"
"FutureNet your social app",4.2,2093,"Free","Teen","Social"
"Fuzzy Seasons: Animal Forest",4.8,12137,"Free","Everyone 10+","Simulation"
"FVD - Free Video Downloader",4,327914,"Free","Everyone","Tools"
"FVD Ad-Free",4.4,1774,"Paid","Everyone","Tools"
"FX LITE BO",3.6,73,"Free","Everyone","Finance"
"G-Download Manager",4.1,802,"Free","Everyone","Tools"
"G-Force Driving Assistant",4.6,10,"Paid","Everyone","Sports"
"G-Homa",3.1,777,"Free","Everyone","Lifestyle"
"G-NetTrack Pro",4.3,255,"Paid","Everyone","Tools"
"G-NetWiFi Pro",3.3,6,"Paid","Everyone","Tools"
"G-Pix [Android P] Dark EMUI 8/5 THEME",4.1,169,"Free","Everyone","Personalization"
"G-Pix [Android P] EMUI 8/5 THEME",4.1,720,"Free","Everyone","Personalization"
"G-Playlists",1.8,53,"Paid","Everyone","Tools"
"G-REMOTE",4.5,30,"Free","Everyone","House & Home"
"G-SHOCK Connected",3,543,"Free","Everyone","Lifestyle"
"G-SHOCK+",3,4710,"Free","Everyone","Lifestyle"
"G-Switch",3.8,4116,"Free","Everyone","Action"
"G-Switch 2",4.4,12683,"Free","Everyone","Action"
"G-Switch 3",4.6,3656,"Free","Everyone","Action"
"G Cloud Apps Backup Key * root",4.5,1034,"Paid","Everyone","Tools"
"G Guide Program Guide (SOFTBANK EMOBILE WILLCOM version)",3.1,2689,"Free","Everyone","Video Players & Editors"
"Gainesville Bus Tracker",4.2,63,"Free","Everyone","Maps & Navigation"
"Gainesville Florida Police Department",4.8,4,"Free","Everyone","Lifestyle"
"Galactic Core Free Wallpaper",4.1,69417,"Free","Everyone","Personalization"
"GALAK-Z: Variant Mobile",3.9,145,"Free","Everyone","Action"
"Galaxian(FC)",4.5,2,"Paid","Everyone","Arcade"
"Galaxies of Hope",5,2,"Free","Everyone","Medical"
"Galaxy at War Online",3.9,65119,"Free","Everyone 10+","Strategy"
"Galaxy Defense",4.1,78142,"Free","Everyone","Strategy"
"Galaxy Gift",4.4,95557,"Free","Everyone","Lifestyle"
"Galaxy Live Wallpaper",4.2,58052,"Free","Teen","Personalization"
"Game of Thrones: Conquest<U+0099>",4,90218,"Free","Teen","Strategy"
"Gang Wars of San Andreas",4.1,9898,"Free","Mature 17+","Action"
"Gangstar Vegas - mafia game",4.5,4830407,"Free","Mature 17+","Action"
"Gangster City Auto Theft",4.3,350,"Free","Everyone","Action"
"Gangster Town",4.1,74842,"Free","Teen","Action"
"Gangster Town: Vice District",4.3,65146,"Free","Mature 17+","Simulation"
"GANMA! - All original stories free of charge for all original comics",4.7,57106,"Free","Teen","Comics"
"Gaode Map",3.9,13275,"Free","Everyone","Travel & Local"
"Garden Coloring Book",4.4,13791,"Free","Everyone","Art & Design"
"Garden Fever - Free!",3.9,13253,"Free","Everyone","Puzzle"
"Garden Fruit Legend",4.6,4289,"Free","Everyone","Casual"
"Garden Photo Frames - Garden Photo Editor",4.4,1864,"Free","Everyone","Photography"
"Garmin Connect<U+0099>",3.9,232153,"Free","Everyone","Health & Fitness"
"Gas Prices (Germany only)",4.4,805,"Free","Everyone","Auto & Vehicles"
"Gas Station",4,1288,"Free","Everyone","Auto & Vehicles"
"GasBuddy: Find Cheap Gas",4.6,751551,"Free","Mature 17+","Travel & Local"
"GATE CS Engineering 2019 Exam Prep App",4.2,162,"Free","Everyone","Education"
"Gate Of Death Ep: 1",4.4,7,"Free","Everyone","Adventure"
"GATE Syllabus for EC 2018 & Notifications",4.7,23,"Free","Everyone","Education"
"Gaydorado",3.9,8419,"Free","Teen","Role Playing"
"Gayvox - Gay Lesbian Bi Dating",3.4,3640,"Free","Mature 17+","Social"
"gCMOB",4.2,7935,"Free","Everyone","Tools"
"Gear.Club - True Racing",4.4,140658,"Free","Everyone","Racing"
"GearBest Online Shopping",4.5,245104,"Free","Everyone","Shopping"
"GEM<U+0099>",4.3,6,"Free","Everyone","Tools"
