Identificador;Comuna;Link;Tipo;Habitaciones;Banos;Estacionamientos;Metros cuadrados;Direccion
C13248706;Las Condes;https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/quinchamalila-quebrada/3725814;Casa;6;5;No;427;Las Condes, Quinchamali/La Quebrada
C13248707;Las Condes;https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/vichatobilbao/3728872;Casa;4;2;No;109;Las Condes, Vichato/bilbao
C13248708;Las Condes;https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/camino-el-olivar/3526675;Casa;6;5;4;202;Las Condes, Camino El Olivar
C13248709;Las Condes;https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/mirador-los-dominicosvicente-ferrer/3725162;Casa;5;5;No;370;Las Condes, Mirador Los Dominicos/Vicente Ferrer
C13248711;Las Condes;https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/hamiltoncamino-la-posada/3117837;Casa;4;4;No;720;Las Condes, Hamilton/Camino La Posada
C13248712;Las Condes;https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/las-condesasgeneral-blanche/3725146;Casa;4;3;No;396;Las Condes, Las Condesas/General Blanche
C13248713;Las Condes;https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/los-militares/2861639;Casa;3;2;No;75;Las Condes, Los Militares
C13248714;Las Condes;https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/francisco-de-asis/1488561;Casa;5;4;No;290;Las Condes, Francisco de Asis
C13248715;Las Condes;https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/fray-bernardo-la-cabana/3017419;Casa;5;4;No;270;Las Condes, Fray Bernardo / La Caba<f1>a
C13248716;Las Condes;https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/la-foresta/3017428;Casa;5;5;No;280;Las Condes, La foresta
C13248717;Las Condes;https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/elegante-casa-familiar-en-colina-miravalle-los-dominicos/2786219;Casa;6;6;6;492;Las Condes, Elegante casa Familiar en Colina Miravalle, Los Dom<ed>nicos
C13248718;Las Condes;https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/atalaya/3508699;Casa;6;6;No;740;Las Condes, Atalaya
C13248719;Las Condes;https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/carlos-pena-otaeguicolina-del-peumo/3725303;Casa;6;5;No;420;Las Condes, Carlos Pe<f1>a Otaegui/Colina del Peumo
C13248720;Las Condes;https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/felix-de-amestilas-pataguas/3467854;Casa;4;3;No;213;Las Condes, F<e9>lix de Amesti/Las Pataguas
C13248722;Las Condes;https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/quinchamalilimavida/3725310;Casa;5;5;No;421;Las Condes, Quinchamal<ed>/Limavida
C13248723;Las Condes;https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/padre-hurtado-nortelas-verbenas/3625885;Casa;5;3;1;135;Las Condes, Padre hurtado  norte/las verbenas
C13248724;Las Condes;https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/colon-hernando-de-magallanes/3503977;Casa;5;3;No;340;Las Condes, Colon / Hernando de Magallanes
C13248725;Las Condes;https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/rotonda-las-florescampanario/2278188;Casa;4;4;No;304;Las Condes, Rotonda las flores/campanario
C13248726;Las Condes;https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/las-condesasquebrada-honda/3725827;Casa;4;4;No;273;Las Condes, Las Condesas/Quebrada Honda
C13248727;Las Condes;https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/camino-del-observatoriolos-pintores/3725140;Casa;4;4;No;500;Las Condes, Camino Del Observatorio/Los Pintores
C13248728;Las Condes;https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/camino-mirasol-camino-el-albageneral-blanche-los-dominicos/3565072;Casa;6;4;No;400;Las Condes, Camino Mirasol - Camino El Alba/General Blanche - Los Dom<ed>nicos
C13248729;Las Condes;https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/las-ananucasquinchamali/3725778;Casa;6;5;No;410;Las Condes, Las A<f1>a<f1>ucas/Quinchamali
C13248730;Las Condes;https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/camino-la-fuente-lado-colegio-redland-school-anla-foresta/3056846;Casa;4;5;No;500;Las Condes, Camino la fuente lado colegio redland school an/la foresta -
C13248731;Las Condes;https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/la-foresta-mirasol/2686976;Casa;5;4;No;320;Las Condes, La Foresta - Mirasol
C13248732;Las Condes;https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/los-pintores-camino-el-olivar/3504214;Casa;3;3;No;140;Las Condes, Los pintores / Camino El Olivar
C13248733;Las Condes;https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/atalaya/2437065;Casa;6;6;4;474;Las Condes, Atalaya
C13248734;Las Condes;https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/excelente-ubicacionotonal-oriente/3708250;Casa;6;4;No;300;Las Condes, Excelente ubicaci<f3>n/oto<f1>al oriente
C13248735;Las Condes;https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/impresionantecamino-la-posada/3401800;Casa;4;4;No;480;Las Condes, Impresionante/camino la posada
C13248736;Las Condes;https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/tiruacamarico/3724951;Casa;4;4;No;265;Las Condes, Tir<fa>a/Camarico
C13248737;Las Condes;https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/colina-la-gloria/2437627;Casa;6;7;5;426;Las Condes, Colina La Gloria
C13248738;Las Condes;https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/las-condesas/1966398;Casa;5;4;No;277;Las Condes, Las Condesas
C13248739;Las Condes;https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/casa-2-pisos-en-excelente-sector-residencial/3525724;Casa;4;2;No;109;Las Condes, Casa 2 Pisos en excelente sector residencial
C13248740;Las Condes;https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/las-condes/3727733;Casa;2;2;1;56;Las Condes, Las condes
C13248741;Las Condes;https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/san-jose-de-la-sierralimavida/2501482;Casa;5;5;No;413;Las Condes, San Jos<e9> de la Sierra/Limavida
C13248742;Las Condes;https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/polobandacarlos-alrvarado/2521024;Casa;5;4;No;220;Las Condes, Polobanda/carlos alrvarado
C13248743;Las Condes;https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/pasaje-cerrado-a-pasos-verbo-villa-mariamartin-zamora-malaga/3524232;Casa;3;2;No;150;Las Condes, Pasaje cerrado  a pasos verbo, villa maria/martin zamora/ malaga
C13248744;Las Condes;https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/colegio-wenlock-carlos-pena-otaegui/3570999;Casa;5;4;No;300;Las Condes, Colegio Wenlock - Carlos Pe<f1>a Otaegui
C13248745;Las Condes;https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/paul-harris-gran-jardin-800-metrosclinica-las-condes-charles-hamilton/3593463;Casa;6;4;No;255;Las Condes, Paul harris-    gran jardin 800 metros/clinica las condes   - charles hamilton
C13248746;Las Condes;https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/metro-los-dominicospadre-hurtado-sur/3688251;Casa;4;2;No;136;Las Condes, Metro Los Dominicos/Padre Hurtado Sur
C13248747;Las Condes;https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/cardenal-newman-bocaccio/2372303;Casa;4;4;No;260;Las Condes, Cardenal Newman / Bocaccio
C13248748;Las Condes;https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/sector-camino-el-alba/2883302;Casa;4;3;3;400;Las Condes, Sector Camino El Alba
C13248749;Las Condes;https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/atalaya7carlos-pena-otaegui/2362615;Casa;7;5;No;490;Las Condes, Atalaya7Carlos Pe<f1>a Otaegui
C13248750;Las Condes;https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/casa-de-2-pisos-en-camino-la-vina/3734637;Casa;7;5;No;590;Las Condes, Casa de 2 pisos en Camino La Vi<f1>a
C13248751;Las Condes;https://chilepropiedades.cl/ver-publicacion/venta-usada/las-condes/casa/colegio-redlandlas-tortolas/3725286;Casa;4;3;No;268;Las Condes, Colegio Redland/Las Tortolas
C13248752;Lo Barnechea;https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/jose-alcalde-delanosanta-blanca/2507925;Casa;5;3;No;340;Lo Barnechea, Jose Alcalde Delano/Santa Blanca
C13248753;Lo Barnechea;https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/camino-el-cajoncamino-el-alto/3725011;Casa;5;4;No;380;Lo Barnechea, Camino el caj<f3>n/camino el alto
C13248754;Lo Barnechea;https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/arrayan-pastor-fernandez/3559611;Casa;4;3;No;175;Lo Barnechea, Arrayan, Pastor Fernandez
C13248755;Lo Barnechea;https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/lomas-suavesfalda-larga/2477705;Casa;4;3;No;280;Lo Barnechea, Lomas Suaves/Falda Larga
C13248756;Lo Barnechea;https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/condominiopastor-fernandez/3557819;Casa;4;2;No;215;Lo Barnechea, Condominio/pastor fernandez
C13248757;Lo Barnechea;https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/la-gavilla-camino-el-yunquehuinganal/2850000;Casa;4;3;No;233;Lo Barnechea, La Gavilla / Camino El Yunque/Huinganal
C13248758;Lo Barnechea;https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/camino-los-refugiosloma-suave/3725176;Casa;3;2;No;227;Lo Barnechea, Camino Los Refugios/Loma Suave
C13248759;Lo Barnechea;https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/club-de-golf-lomas-de-la-dehesa/3415486;Casa;6;4;4;450;Lo Barnechea, Club de Golf Lomas de La Dehesa
C13248760;Lo Barnechea;https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/camino-real-punta-de-aguilasel-golf-de-manquehue/3421052;Casa;5;5;No;804;Lo Barnechea, Camino Real / Punta de Aguilas/El Golf de Manquehue /
C13248761;Lo Barnechea;https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/las-condeslucas-araya/3482560;Casa;4;3;No;139;Lo Barnechea, Las condes/lucas araya
C13248762;Lo Barnechea;https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/refugios-del-arrayancamino-del-estero/3725915;Casa;6;6;No;427;Lo Barnechea, Refugios del Array<e1>n/Camino del Estero
C13248763;Lo Barnechea;https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/bernardo-larrain-cotapospedro-lira-urquieta/2558681;Casa;4;6;No;500;Lo Barnechea, Bernardo Larrain Cotapos/Pedro Lira Urquieta
C13248764;Lo Barnechea;https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/camino-el-refugiocamino-el-arrayan/3593373;Casa;4;3;No;480;Lo Barnechea, Camino el Refugio/Camino el Arrayan
C13248765;Lo Barnechea;https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/pastor-fernandezel-remanso/3725203;Casa;4;3;No;300;Lo Barnechea, Pastor Fern<e1>ndez/El Remanso
C13248766;Lo Barnechea;https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/cerro-la-palomacerro-punta-de-damas/3725098;Casa;4;4;No;420;Lo Barnechea, Cerro La Paloma/Cerro Punta de Damas
C13248767;Lo Barnechea;https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/sector-los-nogales/2240528;Casa;6;5;No;530;Lo Barnechea, Sector Los Nogales
C13248768;Lo Barnechea;https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/camino-el-cajon-el-arrayan/3017407;Casa;4;2;No;260;Lo Barnechea, Camino El Caj<f3>n - El Array<e1>n
C13248769;Lo Barnechea;https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/el-huinganal-colegio-mayflower/2546160;Casa;9;6;No;500;Lo Barnechea, El Huinganal / Colegio Mayflower
C13248770;Lo Barnechea;https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/sector-el-huinganal/3052583;Casa;4;3;No;140;Lo Barnechea, Sector El Huinganal
C13248771;Lo Barnechea;https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/camino-los-trapenses-la-dehesa/3710242;Casa;5;7;No;600;Lo Barnechea, Camino Los Trapenses, La Dehesa
C13248772;Lo Barnechea;https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/colegio-huinganalcamino-del-yunque/3725969;Casa;4;4;No;160;Lo Barnechea, Colegio Huinganal/Camino del Yunque
C13248773;Lo Barnechea;https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/camino-gran-vistamalalhue/2713758;Casa;4;5;No;370;Lo Barnechea, Camino Gran Vista/Malalhue
C13248774;Lo Barnechea;https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/el-golf-de-manquehue/2437930;Casa;6;5;No;512;Lo Barnechea, El Golf de Manquehue
C13248775;Lo Barnechea;https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/jose-alcalde-delanoclinica-alemana/3726080;Casa;6;5;No;620;Lo Barnechea, Jose Alcalde Delano/Cl<ed>nica Alemana
C13248776;Lo Barnechea;https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/los-juglaresav-panoramica-sur/3724868;Casa;7;5;No;495;Lo Barnechea, Los Juglares/Av Panoramica Sur
C13248777;Lo Barnechea;https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/avda-la-dehesabernardo-larrain-cv/2729291;Casa;4;3;No;525;Lo Barnechea, Avda la dehesa/bernardo larra<ed>n cv
C13248779;Lo Barnechea;https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/condominio-el-arrayan-oportunidadvalle-escondido-oportunidad/3533007;Casa;5;4;No;420;Lo Barnechea, Condominio  el arrayan oportunidad/valle escondido -oportunidad
C13248780;Lo Barnechea;https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/camino-el-huinganalcamino-del-yunque/3725055;Casa;5;4;No;370;Lo Barnechea, Camino el Huinganal/Camino del Yunque
C13248781;Lo Barnechea;https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/el-arrayan/2448006;Casa;4;3;No;490;Lo Barnechea, El array<e1>n
C13248782;Lo Barnechea;https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/international-school/3392996;Casa;3;3;1;400;Lo Barnechea, International School
C13248783;Lo Barnechea;https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/camino-la-villacamino-turistico/3728591;Casa;7;7;No;700;Lo Barnechea, Camino La Villa/Camino Tur<ed>stico
C13248784;Lo Barnechea;https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/camino-el-cajoncamino-las-acacias/3725075;Casa;3;3;No;255;Lo Barnechea, Camino El Caj<f3>n/Camino Las Acacias
C13248785;Lo Barnechea;https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/contralmirante-fernadez-viallo-barnechea/3422962;Casa;4;4;No;330;Lo Barnechea, Contralmirante fernadez vial/lo barnechea
C13248786;Lo Barnechea;https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/camino-el-cajon-el-arrayanpastor-fernandez-lo-barnechea/3550775;Casa;5;3;No;259;Lo Barnechea, Camino El Caj<f3>n - El Array<e1>n/Pastor Fernandez - Lo Barnechea
C13248788;Lo Barnechea;https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/av-las-condesfrente-a-quinchamali/3725883;Casa;4;3;No;150;Lo Barnechea, Av. Las Condes/Frente a Quinchamali
C13248789;Lo Barnechea;https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/la-dehesa/3731420;Casa;5;2;No;600;Lo Barnechea, La dehesa
C13248790;Lo Barnechea;https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/av-la-dehesaclub-de-golf-la-dehesa/3726005;Casa;4;8;No;600;Lo Barnechea, Av. La Dehesa/Club de Golf La Dehesa
C13248791;Lo Barnechea;https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/los-refugios-19000-lo-barnechea/3689179;Casa;4;3;8;400;Lo Barnechea, Los refugios 19000 , lo barnechea
C13248792;Lo Barnechea;https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/el-arrayan/2889751;Casa;3;2;4;1600;Lo Barnechea, El arrayan
C13248793;Lo Barnechea;https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/los-juglarespanoramica-sur/2894058;Casa;5;5;No;522;Lo Barnechea, Los Juglares/Panoramica Sur
C13248794;Lo Barnechea;https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/el-hiunganalel-rodeo/3725869;Casa;9;6;No;590;Lo Barnechea, El Hiunganal/El Rodeo
C13248795;Lo Barnechea;https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/mall-sport/3098693;Casa;4;3;No;150;Lo Barnechea, Mall sport
C13248796;Lo Barnechea;https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/manuel-guzman-maturana/3631144;Casa;5;7;6;400;Lo Barnechea, Manuel Guzm<e1>n Maturana
C13248797;Lo Barnechea;https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/camino-huallalolencamino-el-cajon/3724912;Casa;5;5;No;450;Lo Barnechea, Camino Huallalolen/Camino El Caj<f3>n
C13248798;Lo Barnechea;https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/av-las-condes/3620735;Casa;4;3;No;139;Lo Barnechea, Av. Las condes
C13248799;Lo Barnechea;https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/el-arrayancamino-san-alfonso/3620873;Casa;4;3;No;225;Lo Barnechea, El Array<e1>n/Camino San Alfonso
C13248800;Lo Barnechea;https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-barnechea/casa/el-arrayanvalle-del-refugio/2252937;Casa;5;4;No;330;Lo Barnechea, El Array<e1>n/Valle del Refugio
C13248801;Lo Espejo;https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-espejo/casa/casa-con-2-piso-en-jm-caro/3545097;Casa;3;2;No;127;Lo Espejo, Casa con 2<U+00B0> Piso en J.M. Caro
C13248803;Lo Espejo;https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-espejo/casa/payo-8096/3380701;Casa;3;1;2;140;NA
C13248804;Lo Espejo;https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-espejo/casa/veintisiete-sur-03658/3634932;Casa;3;1;1;85;Lo Espejo, Veintisiete Sur 03658
C13248805;Lo Espejo;https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-espejo/casa/eusebio-lillo-03280/3484940;Casa;4;1;2;100;Lo Espejo, Eusebio Lillo 03280
C13248806;Lo Espejo;https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-espejo/casa/pje-veinticuatro-6504/3668540;Casa;3;2;2;144;NA
C13248807;Lo Espejo;https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-espejo/casa/av-cerrillospio-xll/3308191;Casa;5;2;No;60;Lo Espejo, Av. Cerrillos/Pio Xll
C13248808;Lo Espejo;https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-espejo/casa/la-habana-cardenal-caro/2204902;Casa;3;1;No;120;Lo Espejo, La Habana, Cardenal Caro
C13248809;Lo Prado;https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-prado/casa/alcaldia/3366393;Casa;3;1;1;118;Lo Prado, Alcald<ed>a
C13248810;Lo Prado;https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-prado/casa/dr-diego-aracena-5882-i-decepciondorsal/3730874;Casa;4;1;1;99;Lo Prado, Dr Diego Aracena 5882 (I. Decepci<f3>n/Dorsal)
C13248811;Lo Prado;https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-prado/casa/los-pinos-195/2449308;Casa;4;2;2;96;Lo Prado, Los Pinos 195
C13248812;Lo Prado;https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-prado/casa/los-sauces/2900478;Casa;5;2;3;160;Lo Prado, Los sauces
C13248814;Lo Prado;https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-prado/casa/casa-de-1-piso-cercano-a-estacion-metro-lo-prado/3577443;Casa;4;2;No;120;Lo Prado, Casa de 1 Piso cercano a Estaci<f2>n metro Lo Prado
C13248815;Lo Prado;https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-prado/casa/marga-marga/3732897;Casa;3;1;1;90;Lo Prado, Marga Marga
C13248816;Lo Prado;https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-prado/casa/marga-marga-113/3730781;Casa;3;1;1;78;Lo Prado, Marga Marga 113
C13248817;Lo Prado;https://chilepropiedades.cl/ver-publicacion/venta-usada/lo-prado/casa/los-sauces-889/3603916;Casa;5;2;3;160;Lo Prado, Los Sauces 889
C13248818;Macul;https://chilepropiedades.cl/ver-publicacion/venta-usada/macul/casa/macul-region-metropolitana/3370181;Casa;4;2;2;113;NA
C13248819;Macul;https://chilepropiedades.cl/ver-publicacion/venta-usada/macul/casa/quilinlos-apostoles/2994055;Casa;3;2;No;190;Macul, Quilin/los apostoles
C13248820;Macul;https://chilepropiedades.cl/ver-publicacion/venta-usada/macul/casa/moises-junismanuel-soto/3424827;Casa;4;2;No;113;Macul, Mois<e9>s Junis/Manuel Soto
C13248821;Macul;https://chilepropiedades.cl/ver-publicacion/venta-usada/macul/casa/froilan-roamacul/3709652;Casa;4;2;No;135;Macul, Froilan Roa/Macul
C13248822;Macul;https://chilepropiedades.cl/ver-publicacion/venta-usada/macul/casa/pedro-valdivialos-espinos/3155609;Casa;4;2;No;99;Macul, Pedro Valdivia/Los Espinos
C13248823;Macul;https://chilepropiedades.cl/ver-publicacion/venta-usada/macul/casa/exequiel-fernandez-padre-luis-querbes/3697183;Casa;1;1;3;50;Macul, Exequiel Fernandez/ padre luis querbes
C13248824;Macul;https://chilepropiedades.cl/ver-publicacion/venta-usada/macul/casa/brown-surlos-olmos/3569541;Casa;3;2;No;66;Macul, Brown sur/los olmos
C13248825;Macul;https://chilepropiedades.cl/ver-publicacion/venta-usada/macul/casa/2-casas-de-3d-2b-y-2d-1b-villa-maculel-libanoav-qulinav-jp-alessandri/3329324;Casa;3;2;7;115;Macul, 2 casas de 3d 2b y 2d 1b <U+0096> villa macul/el libano/av qul<ed>n/av jp alessandri
C13248826;Macul;https://chilepropiedades.cl/ver-publicacion/venta-usada/macul/casa/luis-valenzuelapaipote/3052872;Casa;4;2;No;180;Macul, Luis Valenzuela/Paipote
C13248827;Macul;https://chilepropiedades.cl/ver-publicacion/venta-usada/macul/casa/avenida-quilinmarathon/3480130;Casa;3;1;No;180;Macul, Avenida quilin/marathon
C13248828;Macul;https://chilepropiedades.cl/ver-publicacion/venta-usada/macul/casa/exequiel-fernandezlos-biologos/3630441;Casa;4;3;No;100;Macul, Exequiel fern<e1>ndez/los bi<f3>logos
C13248829;Macul;https://chilepropiedades.cl/ver-publicacion/venta-usada/macul/casa/monsenor-angel-jara-3171/2686212;Casa;3;1;1;70;Macul, monse<f1>or angel jara 3171
C13248830;Macul;https://chilepropiedades.cl/ver-publicacion/venta-usada/macul/casa/villa-universidad-catolica/3721182;Casa;4;3;1;137;Macul, Villa Universidad Cat<f3>lica
C13248831;Macul;https://chilepropiedades.cl/ver-publicacion/venta-usada/macul/casa/brown-surlos-olmos/3465384;Casa;3;2;No;66;Macul, Brown sur/los olmos
C13248832;Macul;https://chilepropiedades.cl/ver-publicacion/venta-usada/macul/casa/cas-castillo-urizar-rodrigo-de-araya/3592740;Casa;3;1;No;304;Macul, (cas) Castillo Urizar / Rodrigo De Araya
C13248833;Macul;https://chilepropiedades.cl/ver-publicacion/venta-usada/macul/casa/jose-maza-fernandezsiria/3186491;Casa;3;1;No;67;Macul, Jos<e9> Maza Fernandez/Siria
C13248834;Macul;https://chilepropiedades.cl/ver-publicacion/venta-usada/macul/casa/san-vicente-de-paulel-libano/3345548;Casa;5;3;No;140;Macul, San Vicente de Paul/El Libano
C13248835;Macul;https://chilepropiedades.cl/ver-publicacion/venta-usada/macul/casa/exequiel-fernandez-benito-rebolledo/3697157;Casa;3;2;1;110;Macul, exequiel fernandez /benito rebolledo
C13248836;Macul;https://chilepropiedades.cl/ver-publicacion/venta-usada/macul/casa/jorge-gonzalez-bastias/2516249;Casa;4;2;4;108;Macul, Jorge Gonz<e1>lez Bast<ed>as
C13248837;Macul;https://chilepropiedades.cl/ver-publicacion/venta-usada/macul/casa/exequiel-fernandez/3696956;Casa;3;2;1;66;Macul, Exequiel Fernandez
C13248838;Macul;https://chilepropiedades.cl/ver-publicacion/venta-usada/macul/casa/nicanor-molinare/3312128;Casa;4;1;4;110;Macul, Nicanor Molinare
C13248839;Macul;https://chilepropiedades.cl/ver-publicacion/venta-usada/macul/casa/roque-esteban-scarpa-straboni/3696854;Casa;4;2;2;87;Macul, Roque Esteban Scarpa Straboni
C13248840;Macul;https://chilepropiedades.cl/ver-publicacion/venta-usada/macul/casa/federico-gana-4000/2939070;Casa;4;2;3;100;Macul, Federico Gana 4000
C13248841;Macul;https://chilepropiedades.cl/ver-publicacion/venta-usada/macul/casa/los-platanospremio-nobel/1213402;Casa;5;2;No;500;Macul, Los platanos/premio nobel
C13248842;Macul;https://chilepropiedades.cl/ver-publicacion/venta-usada/macul/casa/tolhuaca/3696931;Casa;7;3;1;148;Macul, Tolhuaca
C13248843;Macul;https://chilepropiedades.cl/ver-publicacion/venta-usada/macul/casa/av-maculel-libano/1421776;Casa;5;2;No;140;Macul, Av. Macul/el libano
C13248844;Macul;https://chilepropiedades.cl/ver-publicacion/venta-usada/macul/casa/roque-esteban-scapaamerico-vespucio/3391551;Casa;4;2;No;87;Macul, Roque Esteban Scapa/americo vespucio
C13248845;Macul;https://chilepropiedades.cl/ver-publicacion/venta-usada/macul/casa/alvaro-casanova/3415705;Casa;5;3;3;150;Macul, Alvaro Casanova
C13248846;Macul;https://chilepropiedades.cl/ver-publicacion/venta-usada/macul/casa/estadio-colo-colo-1891/3711949;Casa;4;2;6;200;Macul, Estadio Colo Colo 1891
C13248847;Macul;https://chilepropiedades.cl/ver-publicacion/venta-usada/macul/casa/entre-siria-y-escr-juan-marin/3483053;Casa;7;3;No;207.1;Macul, Entre Siria y Escr Juan Marin
C13248848;Macul;https://chilepropiedades.cl/ver-publicacion/venta-usada/macul/casa/departamentalfroilan-roa/2951699;Casa;2;1;No;85;Macul, Departamental/Froil<e1>n Roa
